GENE,Annotation,CLDN01,CLDN02,CLDN03,CLDN04,CLDN05,CLDN06,CLDN07,CLDN08,CLDN09,CLDN10,CLDN11,CLDN12,CLDN14,CLDN15,CLDN16,CLDN18.1,CLDN18.2,CLDN19A,CLDN19B,CLDN20,CLDN22,CLDN23,CLDN24,
RAB43,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.24632027,nan,6.195997905,nan,nan,nan,12.12382566,nan,nan,nan,13.93792425,nan,12.11867705,7.943980439
RAB5B,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,9.283417886,9.104831632,10.73034572,nan,9.465592138,nan,15.11534353,nan,14.28581254,9.287789849,nan,nan,nan,nan,nan,nan
RAB5C,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,8.115843991,nan,nan,nan,nan,11.47070626,nan,12.80443502,nan,nan,nan,nan,nan,nan,nan
RAB6A,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.92474899,nan,nan,nan,nan,nan,9.288749735,nan,nan,nan
RAB7A,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.193701418,nan,nan,nan,nan,nan,nan,nan,nan,nan
RAB9A,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,10.7971167,nan,15.21340986,nan,6.418421289,nan,11.59458956,nan,nan,nan,nan,7.952611497,9.710420833,nan,nan,nan
RAC1,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,8.695578902,nan,nan,nan,nan,15.73559689,nan,12.14058333,14.5362983,nan,8.374568364,nan,nan,13.10150531,nan
SCARB1,Caveola-Endosome-Lysosome,nan,nan,nan,nan,17.78987842,nan,nan,nan,nan,nan,6.978790706,nan,35.30446953,nan,nan,nan,nan,nan,8.513961507,nan,nan,nan,nan
SDF4,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.02603666,nan,9.955121513,nan,nan,nan,nan,nan,nan,7.0657664,nan,nan,nan,nan
SMPD2,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.03860326,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
STEAP3,Caveola-Endosome-Lysosome,nan,nan,nan,nan,14.32694397,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SUN2,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.27048608,nan,nan,nan
TM9SF4,Caveola-Endosome-Lysosome,nan,nan,nan,nan,8.503991902,nan,nan,nan,nan,nan,4.586586648,6.545870287,nan,8.430496779,nan,nan,nan,nan,nan,nan,nan,nan,nan
TMEM165,Caveola-Endosome-Lysosome,nan,nan,nan,nan,8.246423813,nan,nan,nan,nan,14.48185249,5.607003129,7.389945599,nan,8.697113639,nan,9.455205912,10.74398535,nan,nan,12.86669796,nan,10.49056874,nan
TMEM59,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.8781383,nan,nan,nan,12.04761288,nan,nan,nan,nan,nan,nan
TPP1,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.51842077,nan,11.50404704,nan,nan,nan,nan,nan,nan,nan,19.95028794,nan,nan,nan
VAMP5,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,15.09016219,nan,nan,nan,15.10051391,7.946913595,nan,11.66140263,8.695140122,nan,nan,nan,nan,18.51022234,15.75165808
VAMP8,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.38295803,nan,nan,nan,nan,nan,nan,nan,nan,nan
VPS35,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.09754874,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
VPS45,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,10.51645967,nan,nan,nan,10.92190989,13.20637845,nan,12.35764112,13.57680005,nan,nan,nan,nan,nan,nan
VTI1A,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.181907943,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
VTI1B,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.81449697,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WDFY1,Caveola-Endosome-Lysosome,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.139444357,nan
WLS,Caveola-Endosome-Lysosome,nan,nan,nan,nan,11.81802208,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ABCC5,Integral component of plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.391407979,nan,nan,nan,nan,nan,nan,nan,nan,nan
ACVR1,Integral component of plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.031712996,nan,nan,nan,nan,nan,nan,11.79523718,nan
ADGRE5,Integral component of plasma membrane,nan,nan,nan,nan,11.78796014,nan,nan,nan,nan,nan,nan,nan,nan,9.923461341,nan,nan,nan,nan,8.649247991,nan,nan,nan,nan
ADGRG1,Integral component of plasma membrane,nan,nan,nan,nan,15.81015552,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
APH1A,Integral component of plasma membrane,nan,nan,nan,nan,14.95866446,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ATP13A1,Integral component of plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.804493111,nan,nan,nan,nan,7.115088247,nan,nan,nan,nan
ATP2A2,Integral component of plasma membrane,nan,nan,nan,nan,11.03943027,nan,nan,nan,nan,16.12552564,nan,17.2261895,nan,9.879950238,nan,nan,nan,nan,nan,11.20725139,nan,10.45456865,nan
ATP2C1,Integral component of plasma membrane,nan,9.552355577,8.977816111,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.450585411,nan,nan,nan,nan,nan,7.431689842,nan,nan,nan,nan
ATRN,Integral component of plasma membrane,nan,nan,nan,nan,10.12998949,nan,nan,nan,nan,nan,nan,nan,11.00711316,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BCAM,Integral component of plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.07024599,nan,nan,nan,nan,nan,nan,nan
BCAP29,Integral component of plasma membrane,nan,nan,nan,nan,13.91522868,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CD99,Integral component of plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.594797441,nan
EPHA1,Integral component of plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.8550884,nan,nan,nan,nan,nan,9.934183466,nan
FLVCR1,Integral component of plasma membrane,10.43130799,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.612280539,nan,nan,nan,nan
IGF1R,Integral component of plasma membrane,nan,nan,nan,nan,nan,nan,nan,14.02416755,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ITPR3,Integral component of plasma membrane,nan,9.569879314,8.71291635,nan,nan,nan,nan,nan,7.723920111,nan,nan,nan,7.118069181,9.093541329,nan,11.45102241,nan,7.777103449,6.68549115,nan,8.752334437,10.30439132,8.171819215
JAG2,Integral component of plasma membrane,nan,nan,nan,nan,9.177634184,nan,nan,nan,10.96820496,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
MAGT1,Integral component of plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.302368267,nan,nan,nan,nan,nan,nan,nan,nan,nan
MET,Integral component of plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.454086126,nan,nan,nan,nan
MPZL1,Integral component of plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.1684034,nan,nan,nan,nan
NCSTN,Integral component of plasma membrane,nan,nan,nan,nan,24.81111241,nan,nan,nan,nan,nan,nan,nan,13.64678262,nan,nan,nan,nan,nan,7.991032219,nan,nan,nan,nan
NOTCH2,Integral component of plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.41406428,nan,nan,nan,nan,nan,nan,nan,nan,nan
NPR3,Integral component of plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.44849797,12.95776439,6.919705609,nan,8.740628281,nan,nan,nan,nan,nan,nan,nan,nan,nan
P2RY2,Integral component of plasma membrane,nan,nan,nan,nan,12.03764835,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PLXNA4,Integral component of plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.18376239,nan,nan,nan,nan,nan,nan
PLXNB2,Integral component of plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.434621932,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PROCR,Integral component of plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.230877393,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PTGER2,Integral component of plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,11.6656361,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PTPRF,Integral component of plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.07209083,nan
PTPRZ1,Integral component of plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.17666616,nan,nan,nan,nan,9.161597051,nan,nan,nan,nan
SLC12A4,Integral component of plasma membrane,11.02639804,11.09777194,nan,nan,nan,nan,nan,nan,11.4327688,nan,nan,nan,13.63118548,10.4187766,5.793037404,12.98874597,9.294882648,9.944524432,10.85488606,nan,8.817698723,12.16873427,9.805356828
SLC1A5,Integral component of plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.65323893,nan,7.061894186,nan,8.870925569,nan,9.795370916,nan,nan,nan,nan,nan,nan,nan
SLC20A1,Integral component of plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.30950098,nan,8.397643666,nan,11.86563788,7.08717582,nan,nan,nan,7.159031106,nan,nan,nan,nan
SLC25A11,Integral component of plasma membrane,14.31382217,10.77138348,nan,nan,13.31547357,nan,nan,nan,nan,12.481299,nan,7.952706499,8.239523247,8.680499959,11.86448092,nan,8.652720882,nan,nan,14.6054519,7.895032099,9.65023079,nan
SLC25A13,Integral component of plasma membrane,16.87346789,13.84042016,13.47073093,nan,11.40221863,8.678097684,nan,14.44913926,12.31900285,18.32306107,4.785724044,7.732063002,17.42658926,16.43576544,11.09097228,18.31589916,17.46003143,11.02980822,16.76238119,20.2882606,13.69270231,12.66999815,nan
SLC25A3,Integral component of plasma membrane,nan,15.32022037,10.08157509,nan,13.50823299,nan,nan,8.724026217,7.614546963,25.11469686,nan,16.50565021,nan,10.92885499,9.121958409,9.216191483,9.313327086,nan,9.587334808,18.86876672,8.164401268,10.28145665,nan
SLC25A4,Integral component of plasma membrane,nan,nan,nan,nan,nan,nan,nan,10.53212287,nan,13.84412017,nan,12.1622609,9.955747902,nan,nan,nan,nan,nan,nan,12.10095107,nan,nan,nan
SLC25A5,Integral component of plasma membrane,nan,12.33788022,9.101253999,nan,15.04787302,8.665637382,nan,13.4567825,10.51228752,17.26458155,7.04759925,10.49987087,11.2408506,15.79845978,8.810717905,12.66252059,nan,nan,10.6417144,15.86880548,10.31647011,11.00410361,nan
SLC2A3,Integral component of plasma membrane,nan,nan,nan,nan,nan,nan,5.419598944,nan,nan,nan,nan,8.870168101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SLC5A3,Integral component of plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.77611079,nan,7.108846593,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SLC5A6,Integral component of plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.88186811,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SLC6A6,Integral component of plasma membrane,nan,nan,nan,nan,10.02230827,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SLC7A1,Integral component of plasma membrane,nan,nan,nan,nan,9.833750666,nan,nan,12.7570336,10.55731597,nan,nan,nan,nan,nan,nan,18.51438076,nan,nan,7.787167596,10.80524137,nan,nan,nan
SLCO4A1,Integral component of plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.990135614,nan,nan,nan,nan
SLMAP,Integral component of plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.388266641,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
STIM1,Integral component of plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.103305329,nan,nan,nan,nan
THBD,Integral component of plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.2612846,nan
TMEM11,Integral component of plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.775189707,nan
TMPRSS11E,Integral component of plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.623344225,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TNFRSF1A,Integral component of plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.06087101,nan,nan,nan,nan
TNFSF10,Integral component of plasma membrane,nan,nan,nan,nan,9.77012238,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TSPAN6,Integral component of plasma membrane,8.90058671,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ABCA3,Plasma membrane,nan,nan,nan,nan,17.17388072,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ABCA8,Plasma membrane,10.61579471,nan,nan,nan,nan,nan,nan,nan,22.48176026,16.67772335,nan,nan,10.60274186,9.384101893,nan,10.88229043,12.46771605,nan,7.204735796,12.5199951,9.742678045,11.11772728,8.30288066
ABCC10,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.055630421,nan,nan,nan,nan,nan,nan,nan,nan,nan
ABHD12,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.611665125,nan,nan,nan,8.547527387,nan,nan,nan,nan,nan,nan,nan,8.893734195,nan
ACOX1,Plasma membrane,12.40751907,nan,nan,7.141575032,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ACSL1,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.15819539,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ADAM10,Plasma membrane,nan,nan,nan,nan,9.289754677,nan,nan,nan,nan,nan,9.502090689,11.57755335,nan,8.641175074,nan,nan,nan,nan,14.72231428,nan,nan,8.26390031,nan
ADGRG6,Plasma membrane,nan,nan,nan,nan,16.38931513,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ADGRV1,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.711229966,nan
ALDH3B1,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.692498885,nan,nan,nan,nan,nan,10.81308192,nan,nan,nan,12.39637131,7.88394216,13.2852921,14.16390419
ANO10,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.122722887,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ASPH,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.802764536,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ATP6AP2,Plasma membrane,nan,nan,nan,nan,16.66792194,nan,nan,nan,nan,9.186225415,nan,14.98392648,9.023679094,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CALM1,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.38830663
CDCP1,Plasma membrane,nan,nan,nan,nan,14.22777415,nan,nan,nan,nan,nan,nan,nan,6.340610475,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CDIPT,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.00637988,nan,6.944105395,nan,9.52456826,nan,8.462927711,nan,nan,nan,11.41882659,12.74024969,nan,nan
CNNM3,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.456600943,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
COMT,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.04758885,nan,nan,nan,nan,nan,9.168428498,nan,10.77029859,nan
COQ8B,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.863944374,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.135640099,nan,nan,nan
CPD,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,13.06518573,nan,11.01413258,5.166524115,7.981133101,7.473315376,nan,nan,9.210761122,nan,nan,nan,nan,nan,nan,nan
DAAM1,Plasma membrane,nan,10.24536781,nan,nan,nan,nan,nan,10.46888016,nan,nan,nan,9.919608665,8.308680682,nan,nan,nan,13.04918641,nan,nan,13.45685726,11.17898561,11.56533973,9.296480441
DGKE,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,14.73074373,nan,nan,nan,nan,15.74629975,nan,18.07575257,nan,nan,nan,9.607403616,13.49072478,16.23384103,6.156653952
DNAJC1,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.35988108,nan,nan,nan,nan,nan,14.84426298,10.50446411
EFR3A,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.15300867,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
EPN1,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.531013186,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
EPN3,Plasma membrane,nan,nan,nan,nan,7.976645897,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ERLIN2,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.902838229,nan,4.58560356,11.13343545,nan,nan,nan,nan,nan,11.56180498,nan
ESYT1,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.546845803,nan,12.52354608,nan,nan,nan,nan,nan,nan,nan,nan,nan
FOLR2,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.07294616,nan,nan,nan,nan
FURIN,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.3700202,nan,8.121733456,nan,nan,nan,nan,nan,nan,nan,14.55254779,nan,8.863972368,nan
GLG1,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,7.893858453,nan,nan,nan,nan,11.31098564,nan,nan,nan,nan,nan,nan,nan,11.37057806,nan
GLIPR1,Plasma membrane,nan,nan,nan,nan,8.492105624,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GNA13,Plasma membrane,nan,nan,nan,nan,nan,6.587731245,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GNAI2,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.9478112,nan,nan,nan,nan,nan,nan,nan
GNAI3,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.865477726,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GNB1,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.447020791,nan,nan,8.088734322,nan,nan,nan,nan,nan,nan,nan,nan,nan
GNB2,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.238782768,nan,8.418051532,nan,nan,nan,nan,nan,nan,nan
GOT2,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.5214382,nan,nan,nan
GPRC5B,Plasma membrane,nan,nan,nan,nan,10.14152976,nan,nan,nan,nan,nan,12.70351494,nan,nan,nan,nan,nan,nan,nan,10.25626101,nan,nan,14.04767001,nan
HM13,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.766998621,nan,nan,7.793785446,nan,nan,9.065133392,nan
HSD17B10,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.889624148,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HSD17B7,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.167936463,15.53750167,nan,17.81006361,14.55904705,nan,9.005432199,nan,nan,nan,nan
ITPR2,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,9.058891511,nan,nan,nan,12.17077874,10.48060906,nan,10.33576056,15.07643326,7.360476059,nan,11.82668921,nan,10.28318553,10.48763733
ITPRIP,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.036498401,nan,nan,nan,nan,nan,9.907366523,nan,13.51515567,nan
LRRC8A,Plasma membrane,nan,nan,nan,nan,10.6562794,nan,nan,nan,15.50472903,nan,5.012359881,nan,8.228303263,7.503831665,nan,11.19263289,nan,nan,8.634586969,nan,nan,nan,nan
NRAS,Plasma membrane,nan,nan,nan,nan,nan,nan,4.039473203,nan,nan,nan,nan,8.050638142,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NRP2,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.53335949,nan,8.345400393,nan,nan,nan,nan,nan,8.914340016,nan
OSBPL3,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.246660832
PDIA6,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,11.38862027,nan,nan,nan,9.147295541,10.60783732,nan,8.442632191,11.59978114,8.627938454,nan,nan,nan,nan,9.36699651
PIEZO1,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.107400471,nan,nan,nan,nan,nan,11.62687419,nan,nan,nan
PLAU,Plasma membrane,nan,8.495302269,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PTPN2,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.00234958,nan,nan,nan,nan,nan,nan,nan
QSOX2,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.93230982,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
RAB18,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.14838132,nan,17.43696296,nan,nan,nan,nan,nan,nan,nan,17.70356997,nan,nan,nan
RALA,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.04047895,nan,8.69601612,nan,nan,nan,nan,nan,nan,nan
RALB,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.435874889,nan,nan,nan,8.65840532,nan,nan,nan,nan,nan,nan,nan
RGS2,Plasma membrane,13.79491209,9.877569323,9.524435708,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
RHOC,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.30151757,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
RHOG,Plasma membrane,10.03062139,nan,nan,nan,9.338460834,nan,nan,nan,nan,9.522824903,nan,12.1518703,nan,13.65915365,nan,9.246764451,9.287431213,nan,nan,11.97210492,nan,8.848970319,nan
RHOT1,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.849881606,nan,nan,7.682753347,nan,nan,nan,nan,nan,9.072550631,nan,nan,nan
RHOT2,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.25798068,nan,nan,nan,nan,nan,nan,nan,nan,nan
RRAS,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.436339508,nan,9.253859933,nan,nan,nan,nan,nan,12.25781715,nan,8.777106358,nan
RRAS2,Plasma membrane,nan,13.39738572,nan,nan,nan,nan,nan,8.447733811,8.956078081,9.997000393,nan,12.0521942,9.409515236,nan,nan,nan,nan,nan,nan,17.5701677,8.606916838,18.29195873,10.16365339
SCFD1,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.98587746,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SELENOS,Plasma membrane,nan,8.395816566,nan,nan,nan,nan,nan,nan,9.335606772,nan,nan,nan,nan,13.67983481,nan,11.10787897,10.2533373,nan,18.96586592,nan,nan,nan,nan
SLC12A9,Plasma membrane,nan,nan,nan,nan,17.37682698,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SLC27A4,Plasma membrane,nan,nan,nan,nan,8.652524855,nan,nan,nan,nan,10.39942432,nan,8.91725043,nan,9.639293069,nan,nan,nan,nan,nan,nan,nan,nan,nan
SLC44A1,Plasma membrane,nan,nan,nan,nan,16.18332579,nan,nan,nan,nan,nan,nan,nan,10.44415551,nan,nan,nan,nan,nan,17.09070268,nan,nan,nan,nan
SPINT2,Plasma membrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.763663829,nan,nan,nan,8.174573074,nan,nan,12.28212454,nan,7.780633448,nan,nan,nan,nan
